6928775;AZ;USA;A multiuse electric tile module for walling, flooring, or roofing applications having a photovoltaic cell, thermovoltaic cell, electroluminescent material, or a combination of these disposed over a rigid substrate, such as ceramic. Each tile is electrically connectable through a male-to-female connecter to at least one adjacent tile without external wiring. Preferably, a sealing layer is disposed over the electrical elements and rigid substrate to seal and protect each tile. Optionally, each tile may further include an inverter to convert direct current to alternating current or a battery to store electricity. The electroluminescent material provides light for architectural accents or nighttime visibility.;;;
7156088;CA;USA;"A solar collector structural support system that affixes to a mounting surface without penetrating the mounting surface is disclosed. The invention in the preferred embodiment includes a junction element adapted to receive: a plurality of leg members; at least one footing adapted to engage frictionally a mounting surface; and a structural support member; wherein a first junction element of the plurality of junction elements receives: a proximal end of a first leg member and a first structural support member. In addition, the junction element may be adapted to receive a ballast element and the ballast element may be adapted to engage a leg member.";;;
7155870;CA;USA;A shingle system, mountable to a support surface, includes overlapping shingle assemblies. Each shingle assembly comprises a support bracket, having upper and lower ends, secured to a shingle body. The upper end has an upper support portion, extending away from the shingle body, and an upper support-surface-engaging part, engageable with a support surface so that the upper edge of the shingle body is positionable at a first distance from the support surface to create a first gap therebetween. The lower end has a lower support portion extending away from the lower surface. The support brackets create: (1) a second gap between shingle bodies of the first and second shingle assemblies, and (2) an open region beneath the first shingle assembly fluidly coupling the first and second gaps.;;;
7297866;CA;USA;In one embodiment, a photovoltaic frame assembly comprises a photovoltaic module and a frame having a plurality of air vents. The air vents allow air to flow into the frame and thereby cool the photovoltaic module. The frame may be installed in-line with another such frame to allow air flow between frames. The air vents may be located within a perimeter of the frame to allow for structural integrity while remaining aesthetically pleasing. The frame may include an inner lip, an outer lip, or both to provide different mounting options to accommodate different sites. The frame may comprise a plurality of frame members, such as extrusions including the air vents.;;;
7900407;CA;USA;A frame assembly is provided for a solar module. The frame assembly includes a plurality of frame members that are structured to collectively support and hold a first solar panel. At least one of the plurality of frame members is structured to adjoin a frame member of a second solar module in forming a joining with the frame member of the second solar module over a length where the frame member of the first and second solar module adjoin.;;;
7435134;CA;USA;An electrically conductive mounting/grounding clip, for use with a photovoltaic assembly of the type having an electrically conductive frame, comprises an electrically conductive body. The body has a central portion and first and second spaced-apart arms extending generally perpendicular to the central portion. Each arm has an outer portion with each outer portion having an outer end. At least one frame surface-disrupting element is at each outer end. The central portion defines a plane with the frame surface-disrupting elements pointing towards the plane. In some examples each arm extends from the central portion at an acute angle to the plane.;;;
7324361;CA;USA;An inverter for use in connecting a DC power source to the utility grid includes a single DC-AC conversion stage, maximum (source) power tracking, and current control based on feed-forward compensation as a function of input power voltage error, rectified utility line voltage, and a scaled inverse of RMS utility line voltage. Various topologies of the inverter power stage are developed for bi-directional power-flow operation after those developed for unidirectional power-flow operation. Various embodiments also include over-voltage protection, over-current protection, under-voltage protection, over-temperature protection, and stand-by battery with battery management control, while still others are adapted for a multiple-channel front-end distributed power system with distributed maximum power tracking for serving as a single DC power source input to the inverter system downstream with controllers, emergency or auxiliary loads, and alternative current feedback control systems. Improved control architectures are developed with bipolar sensing of the inverter output current and a bipolar sinusoidal reference signal.;;;
7610174;CA;USA;A distributed power generation system enabled for assured reliability comprises a direct current power source, a direct current to alternating current converter (DTAC), electrically coupled to the direct current power source, the DTAC comprising a reliability limiting component (RLC) and a sensor for sensing a measurable parameter of the RLC. A decision engine is communicatively coupled to the sensor, and is operable to determine a lifetime estimate for the RLC based on the measurable parameter. A service provider is communicatively coupled to the decision engine by a communication system to receive a signal communicating the lifetime estimate. The service provider schedules preventative maintenance based on the signal communicating the lifetime estimate.;;;
7622666;CA;USA;The present invention relates to photovoltaic power systems, photovoltaic concentrator modules, and related methods.;;;
7557292;CA;USA;A modular shade system with solar tracking panels includes a series of generally North-South oriented, spaced apart torque tubes, each torque tube having an axis, a series of panels mounted to at least some of the torque tubes to create spaced-apart rows of panels along the torque tubes, at least some of the panels being solar collector panels. The system also includes a shade structure, positioned at a selected location between selected ones of the torque tubes and above the support surface so to provide an enhanced shaded region thereunder, and a support structure. The support structure includes a first mounting assembly mounting each torque tube above the support surface for rotation about the axis of each torque tube and a second mounting assembly supporting the shade structure at the selected location. The system further comprises a tilting assembly selectively rotating each torque tube about its axis.;;;
7592537;CA;USA;An interlocking photovoltaic module mounting system that provides a one piece, integrated photovoltaic module frame portion that is directly mountable to a support structure and interlocks with separate adjoining photovoltaic module frame portions. The apparatus includes a frame member for enclosing the perimeter of a photovoltaic module, having an inside surface and outside surface, with the inside surface including a recess for capture of the panel. The frame member outside surface includes at least one interlocking means for affixation to the complementary outside surface of an adjacent frame-member. The frame member includes a height-adjustable foot portion for supporting the frame member on a roof, so that adjacent frame members may be interlocked to form an array, and the foot portion may be adjusted to level the formed array on the roof.;;;
7832157;CA;USA;An integrated module frame and racking system for a solar panel is disclosed. The solar panel comprises a plurality of solar modules and a plurality of splices for coupling the plurality of solar modules together. The plurality of splices provide a way to make the connected modules mechanically rigid both during transport to the roof and after mounting for the lifetime of the system, provide wiring connections between modules, provide an electrical grounding path for the modules, provide a way to add modules to the panel, and provide a way to remove or change a defective module. Connector sockets are provided on the sides of the modules to simplify the electrical assembly of modules when the modules are connected together with splices.;;;
7845128;CA;USA;An energy conversion device is adapted to be housed within a unitized curtain wall unit as part of an exterior shell or façade of a building structure. The device can be a photovoltaic module that includes other power generating system components—including control units and associated power/signal wiring—within the façade.;;;
7703246;CA;USA;"The present invention proposes a solar panel mounting structure comprises: a frame and three gears. The frame has a first opening, a second opening and a third opening, and connects to a solar panel; the third opening is aligned with the first opening and the second opening. The first gear has a first bar; the first bar works in the first opening. The second gear has a second bar; the second bar works in the second opening. The third gear has an axle, and locates between the first gear and the second gear and gearing therein; the axle works in the third opening; thereby, the solar panel seesaws when the third gear turns.";;;
7823583;CA;USA;A solar collector structural support system that affixes to a mounting surface without penetrating the mounting surface is disclosed. The invention in the preferred embodiment includes a base assembly comprising: a plurality of leg members, a center junction elements configured to receive (a) the proximal end of each of the plurality of leg members and (b) a support member configured to securely uphold at least one of the one or more one solar collectors, and at least one footing adapted to frictionally engage the mounting surface. Multiple base assemblies may be interconnected using peripheral junction elements to form arrays of solar collectors of arbitrarily large size. The peripheral junction element is configured to couple the leg members of multiple base assemblies. When connected with the present invention, a plurality of solar concentrators form an array with greater structural integrity and less susceptibility.;;;
7855473;CA;USA;"An apparatus for providing phase rotation for a three-phase AC circuit. The apparatus comprises three phase input terminals and three phase output terminals, where a first phase input terminal is coupled with a third phase output terminal; a second phase input terminal is coupled with a first phase output terminal; and a third phase input terminal is coupled with a second phase output terminal.";;;
7768155;CA;USA;"A method and apparatus for converting DC input power to AC output power. The apparatus comprises an input capacitor, a DC-AC inverter, a burst mode controller for causing energy to be stored in the input capacitor during at least one storage period and the energy to be drawn from the input capacitor during at least one burst period, wherein the AC output power is greater than the DC input power during the at least one burst period; a first feedback loop for determining a maximum power point (MPP) and operating the DC-AC inverter proximate the MPP; and a second feedback loop for determining a difference in a first power measurement and a second power measurement, producing an error signal indicative of the difference, and coupling the error signal to the first feedback loop to adjust at least one operating parameter of the DC-AC inverter to drive toward the MPP.";;;
7705277;CA;USA;A system is provided for maximizing solar energy utilization by moving a solar panel to track movement of the sun from sunrise to sunset. Preferably, the solar panel is inclined from the horizontal plane by a fixed angle of about ten degrees. And, movements of the solar panel are accomplished, daily, in accordance with a programmed schedule of consecutive cycles. In this schedule, each cycle has a start time (i.e. sunrise) and a start point that is determined by the sun's direction from the solar panel.;;;
7772716;CA;USA;Distributed maximum power point tracking systems structures and processes are provided for power generation structures such as for but not limited to a solar panel arrays In an exemplary solar panel string structure distributed maximum power point tracking DMPPT modules are provided such as integrated into or retrofitted for each solar panel The DMPPT modules provide panel level control for startup operation monitoring and shutdown and further provide flexible design and operation for strings of multiple panels The strings are typically linked in parallel to a combiner box and then toward and enhanced inverter module which is typically connected to a power grid Enhanced inverters are controllable either locally or remotely wherein system status is readily determined and operation of one or more sections of the system are readily controlled The system provides increased operation time and increased power production and efficiency over a wide range of operating conditions ;;;
7856769;CA;USA;A rack assembly is provided for mounting solar modules over an underlying body. The rack assembly may include a plurality of rail structures that are arrangeable over the underlying body to form an overall perimeter for the rack assembly. One or more retention structures may be provided with the plurality of rail structures, where each retention structure is configured to support one or more solar modules at a given height above the underlying body. At least some of the plurality of rail structures are adapted to enable individual rail structures o be sealed over the underlying body so as to constrain air flow underneath the solar modules. Additionally, at least one of (i) one or more of the rail structures, or (ii) the one or more retention structures are adjustable so as to adapt the rack assembly to accommodate solar modules of varying forms or dimensions.;;;
7820906;CA;USA;A solar receiver can have a base plate having a first surface and a second surface, a plurality of solar cells positioned over and supported by the first surface of the base plate, each solar cell having a cell face suitable for receiving solar radiation that faces away from the base plate, the plurality of solar cells being arranged in at least one string having a string axis, and a plurality of fins attached directly to the second surface of the base plate, wherein the fins extend outwardly from the second surface of the base plate in a direction that is generally perpendicular to both the string axis and the solar cell faces.;;;
7819114;CA;USA;A plug and play solar panel assembly is disclosed. According to one embodiment, an apparatus comprises a substantially rectangular sheet having a first area configured to fit between a first layer and a second layer of a weatherproof surface. The sheet has a second area configured to protrude from the first layer and the second layer of the weatherproof surface. The second area includes a mounting area to attach one or more solar panels.;;;
7797883;CA;USA;In one embodiment, the present invention includes a roof support apparatus which may be used for securing a load to a tile-covered roof. The roof support apparatus comprises a mounting plate, a first and second attachment member, an upper support member, and a load. The mounting plate engages its base with an upper surface of the roof. A track of the mounting plate extends parallel to the base and has a width less than a width of said base. The first and second attachment members are adapted to extend downward through an exposed surface of the base on both sides of the track. The upper support member is adapted to pass vertically upward through an opening in a roof covering material, such as tile, and engage a screw which may slide along the tack until the screw and the upper support member are fully engaged.;;;
7774998;CA;USA;In one embodiment, a photovoltaic frame assembly comprises a photovoltaic module and a frame having a plurality of air vents. The air vents allow air to flow into the frame and thereby cool the photovoltaic module. The frame may be installed in-line with another such frame to allow air flow between frames. The air vents may be located within a perimeter of the frame to allow for structural integrity while remaining aesthetically pleasing. The frame may include an inner lip, an outer lip, or both to provide different mounting options to accommodate different sites. The frame may comprise a plurality of frame members, such as extrusions including the air vents.;;;
7807918;CA;USA;A modular shade system comprises a support structure supporting modular panels. The support structure defines a first area having a length and a width. The modular panels have upper, exposed surfaces and lower surfaces and are mounted to and supported by the support structure. The modular panels cover at least about 80% of the first area. The modular panels comprise PV panels and supplemental panels, the supplemental panels providing a feature other than shading and optionally providing shading. Protective panels may be mounted opposite the lower surfaces of the PV modules. A protective panel may so be used when the PV module is part of an installation other than a modular shade structure.;;;
7807919;CA;USA;"Apparatuses and methods to reduce safety risks associated with photovoltaic systems by providing a safety switch on a photovoltaic panel. In one embodiment, a photovoltaic panel includes: at least one photovoltaic cell; a connector to output energy from the photovoltaic panel; and a switch coupled between the at least one photovoltaic cell and the connector. The switch is configured to disconnect the at least one photovoltaic cell from the connector during installation of the photovoltaic panel, and to connect the at least one photovoltaic cell with the connector after installation of the photovoltaic panel.";;;
7814899;CA;USA;In a first embodiment a framed solar panel is retained by a rod inserted through a hole in the panel frame. The rod is attached to the top of a bracket, which is mounted at its bottom to a substantially flat surface. In a second embodiment, a framed solar collector panel is retained by a clip which is designed to fit over the top edge of the frame. The clip is then attached to the top of a second bracket. In a fourth embodiment a tether is fastened between the through hole and the flat surface. These embodiments may be used at either or both ends of the frame. Each embodiment may include a safety tether that is connected between the frame and the bracket.;;;
7799987;CA;USA;A solar tracker has a mounting surface to which a solar device is mounted and means for causing the mounting surface to change its orientation so as to be substantially perpendicular to the sun's rays as the sun travels through a useful arc relative to the solar tracker wherein change of orientation of the mounting surface is caused by bending of the solar tracker attributable. The bending can be caused by mechanical contraction or due to shrinkage caused by loss of water in which case capillary action causes the outer surface material to be saturated and grow when it is not exposed to sunlight. The bendable mounting surface support is an elongated tube held in a nominally vertical position in the absence of sunlight by a vertical support which can be a coiled compression spring, an extruded tube of closed-end structural foam, a vertical floating pole or an air-inflated tube.;;;
7866098;CA;USA;An integrated module fame and racking system for a solar panel is disclosed. The solar panel comprises a plurality of solar modules and a plurality of splices for coupling the plurality of solar modules together. The plurality of splices provide a way to make the connected modules mechanically rigid both during transport to the roof and after mounting for the lifetime of the system, provide wiring connections between modules, provide an electrical grounding path for the modules, provide a way to add modules to the panel, and provide a way to remove or change a defective module. Connector sockets are provided on the sides of the modules to simplify the electrical assembly of modules when the modules are connected together with splices.;;;
7987641;CA;USA;An integrated module frame and racking system for a solar panel is disclosed. The solar panel comprises a plurality of solar modules and a plurality of splices for coupling the plurality of solar modules together. The plurality of splices provide a way to make the connected modules mechanically rigid both during transport to the roof and after mounting for the lifetime of the system, provide wiring connections between modules, provide an electrical grounding path for the modules, provide a way to add modules to the panel, and provide a way to remove or change a defective module. Connector sockets are provided on the sides of the modules to simplify the electrical assembly of modules when the modules are connected together with splices.;;;
7884500;CA;USA;A direct current to pulse amplitude modulated (“PAM”) current converter, denominated a “PAMCC”, is connected to an individual source of direct current. The PAMCC receives direct current and provides pulse amplitude modulated current at its output. An array of PAMCCs constructed in accordance with the present invention form a distributed multiphase inverter whose combined output is the demodulated sum of the current pulse amplitude modulated by each PAMCC. The array is configured as a series of stages, wherein the power sources within each stage are in parallel. The series of stages provides for a high voltage AC or DC output. In some embodiments a weak power source is compensated for by adjusting the voltage or the current of the weak power source.;;;
7929326, 7929324;CA;USA;A direct current to pulse amplitude modulated (“PAM”) current converter, denominated a “PAMCC”, is connected to an individual source of direct current. The PAMCC receives direct current and provides pulse amplitude modulated current at its output. The pulses are produced at a high frequency relative to the signal modulated on a sequence of pulses. The signal modulated onto a sequence of pulses may represent portions of a lower frequency sine wave or other lower frequency waveform, including DC. When the PAMCC's output is connected in parallel with the outputs of similar PAMCCs an array of PAMCCs is formed, wherein the output pulses of the PAMCCs are out of phase with respect to each other. An array of PAMCCs constructed in accordance with the present invention form a distributed multiphase inverter whose combined output is the demodulated sum of the current pulse amplitude modulated by each PAMCC.;;;
7969757;CA;USA;"Solar panels of certain technologies may experience a degradation of their efficiency as a result of exposure to sunlight, either prior to installation or during normal operation. A direct current to pulse amplitude modulated (""PAM"") current converter, denominated a ""PAMCC"", is connected to the solar panel and to a source of alternating current. The PAMCC receives direct current from the solar panel and provides pulse amplitude modulated current at its output terminals at such times that the solar panel is capable to provide current, denominated ""normal operation"". The PAMCC may be reconfigured to form a buck converter and a rectifier wherein the rectifier converts power received at the output (during normal operation) terminals to provide rectified, direct current to the buck converter. The buck converter provides direct current in the forward biased direction to the solar panel, thereby reconditioning the solar panel. Alternating current received at the output terminals of the PAMCC may be provided by an electric grid or by other means, such as other solar power converters.";;;
7986122;CA;USA;An apparatus and method for converting a DC input power to a DC output power. The apparatus comprises an energy storage module and a burst mode controller. The burst mode controller causes energy to be stored in the energy storage module during at least one storage period, and further causes the energy to be drawn from the energy storage module during at least one burst period. During the at least one burst period, the DC output power is greater than the DC input power. Additionally, the burst mode controller employs a maximum power point tracking (MPPT) technique for operating a device providing the DC input power proximate a maximum power point (MPP).;;;
8035257;CA;USA;A method and apparatus for coupling power to an AC power grid. In one embodiment, the method comprises interleaving a storage period and a burst period, wherein (i) energy is stored during the storage period for a predetermined number of grid voltage cycles, and (ii) stored energy is converted to AC power and coupled to the AC power grid during the burst period.;;;
8058752;CA;USA;A photovoltaic device includes at least one photovoltaic cell and a DC/DC converter electrically coupled to the at least one photovoltaic cell. The at least one photovoltaic cell and the DC/DC converter are integrated into a photovoltaic package.;;;
8061091;CA;USA;A PV module kit for non-penetrating rooftop installation, including a plurality of PV modules and a plurality of connectors. Each of the PV modules includes a PV laminate and a frame forming a mounting region assembled thereto. The connectors include a male connector having a male fastener extending from a head, and a female connector having a female fastener assembled within a head. The heads are entirely formed of plastic. The kit provides a mounted array state including a junction at which the mounting region of at least two of the PV modules are aligned and interconnected by engagement of the male connector with the female connector. The so-formed junction is substantially electrically insulated. The plurality of connectors can further include a spacer connector including a head forming a bore sized to slidably receive the male fastener, with all of the connector heads being identical.;;;
8065844;CA;USA;A photovoltaic (PV) module assembly including a PV module and a ballast tray. The PV module includes a PV device and a frame. A PV laminate is assembled to the frame, and the frame includes an arm. The ballast tray is adapted for containing ballast and is removably associated with the PV module in a ballasting state where the tray is vertically under the PV laminate and vertically over the arm to impede overt displacement of the PV module. The PV module assembly can be installed to a flat commercial rooftop, with the PV module and the ballast tray both resting upon the rooftop. In some embodiments, the ballasting state includes corresponding surfaces of the arm and the tray being spaced from one another under normal (low or no wind) conditions, such that the frame is not continuously subjected to a weight of the tray.;;;
7921607;CA;USA;An apparatus for mounting an article to a roof includes a base plate, threaded stud, lag bolts, spacer, and flashing. The base plate includes bolt holes to accommodate the lag bolts to secure the base plate to the roof. The threaded stud is secured to and extends vertically from the base plate. The spacer is inserted over the stud so that the stud passes through an aperture in the spacer, and is secured by a nut. The spacer acts as a lift for mounting an article up off the roof, thereby permitting drainage. The spacer includes a recess to accommodate the head of a lag bolt. The wrap-around flashing is captured between the base plate and spacer, creating a water free environment underneath the assembled unit. The flashing slides up underneath the roofing shingles to prevent water from penetrating the structure, and includes a lip to accommodate the base plate, and a detent to accommodate the bolt heads beneath it.;;;
7884278;CA;USA;"Apparatuses and methods to reduce safety risks associated with photovoltaic systems by providing a safety switch on a photovoltaic panel. In one embodiment, a photovoltaic panel includes: at least one photovoltaic cell; a connector to output energy from the photovoltaic panel; and a switch coupled between the at least one photovoltaic cell and the connector. The switch is configured to disconnect the at least one photovoltaic cell from the connector during installation of the photovoltaic panel, and to connect the at least one photovoltaic cell with the connector after installation of the photovoltaic panel.";;;
8058747;CA;USA;"High voltage direct current systems to connect direct current energy sources to an alternating current system. In one aspect, a system includes a plurality of direct current modules having variable direct current inputs; an inverter; and a direct current bus to connect the direct current modules to the inverter, where the bus is configured to operate at a nominal voltage higher than 100 volts and to operate within 10 percent of the nominal operating voltage.";;;
RE42039;CA;USA;This invention improves the performance and lowers the cost of DC to AC inverters and the systems where these inverters are used. The performance enhancements are most valuable in renewable and distributed energy applications where high power conversion efficiencies are critical. The invention allows a variety of DC sources to provide power thru the inverter to the utility grid or directly to loads without a transformer and at very high power conversion efficiencies. The enabling technology is a novel boost converter stage that regulates the voltage for a following DC to AC converter stage and uses a single semiconductor switching device. The AC inverter output configuration is either single-phase or three-phase.;;;
7971398;CA;USA;A system and method for mounting photovoltaic solar panels onto a roof. The system includes first and second strut rails spaced from the roof employing a series of standoffs, the strut rails having a length, cross section, a base and side walls, side walls terminating with first and second turned in edges. First and second mounting fixtures are attached to the photovoltaic solar panels which are of a type and geometry enabling the solar panels to be removably appended to the strut rails. The first and second mounting fixtures can be applied to the photovoltaic solar panels before being elevated to a roof.;;;
8171679;CA;USA;An unitized curtain wall unit houses energy conversion devices (such as photovoltaic modules), and includes integrated wiring conduits for routing signal and power cables within a building façade or exterior shell structures.;;;
8222767;CA;USA;"An apparatus for power conversion. In one embodiment, the apparatus comprises a plurality of AC power sources, wherein each AC power source in the plurality of AC power sources has a phase rotation circuit coupled to a DC/AC inverter for converting DC input power to AC output power, wherein (i) a first phase rotation circuit has first three phase output terminals coupled to second three phase input terminals of a second phase rotation circuit; (ii) the second phase rotation circuit has second three phase output terminals coupled to third three phase input terminals of a third phase rotation circuit; and (iii) the third phase rotation circuit has third three phase output terminals coupled to either fourth three phase input terminals of a fourth phase rotation circuit or to a commercial power grid.";;;
